IATA,Name,City,Country_y,Alpha-2 code
SDF,Louisville Muhammad Ali International Airport,Louisville,United States of America (the),US
SCF,Scottsdale Airport,Scottsdale,United States of America (the),US
SDM,Brown Field Municipal Airport,San Diego,United States of America (the),US
SDY,Sidney-Richland Regional Airport,Sidney,United States of America (the),US
SEA,Seattle-Tacoma International Airport,Seattle,United States of America (the),US
SEE,Gillespie Field,San Diego/El Cajon,United States of America (the),US
SEF,Sebring Regional Airport,Sebring,United States of America (the),US
SEG,Penn Valley Airport,Selinsgrove,United States of America (the),US
SEM,Craig Field,Selma,United States of America (the),US
SEP,Stephenville Clark Regional Airport,Stephenville,United States of America (the),US
SER,Freeman Municipal Airport,Seymour,United States of America (the),US
SDX,Sedona Airport,Sedona,United States of America (the),US
SFB,Orlando Sanford International Airport,Orlando,United States of America (the),US
SFF,Felts Field,Spokane,United States of America (the),US
SFM,Sanford Seacoast Regional Airport,Sanford,United States of America (the),US
SFO,San Francisco International Airport,San Francisco,United States of America (the),US
SFZ,North Central State Airport,Pawtucket,United States of America (the),US
SGF,Springfield-Branson Ntl Airport,Springfield,United States of America (the),US
SGH,Springfield/Beckley Municipal Airport,Springfield,United States of America (the),US
UST,Northeast Florida Regional Airport,St Augustine,United States of America (the),US
SGR,Sugar Land Regional Airport,Houston,United States of America (the),US
SGT,Stuttgart Municipal Carl Humphrey Field,Stuttgart,United States of America (the),US
SGU,St George Regional Airport,St George,United States of America (the),US
SHD,Shenandoah Valley Regional Airport,Staunton/Waynesboro/Harrisonburg,United States of America (the),US
SHN,Sanderson Field,Shelton,United States of America (the),US
SHR,Sheridan County Airport,Sheridan,United States of America (the),US
SHV,Shreveport Regional Airport,Shreveport,United States of America (the),US
SIK,Sikeston Memorial Municipal Airport,Sikeston,United States of America (the),US
SIV,Sullivan County Airport,Sullivan,United States of America (the),US
SIY,Siskiyou County Airport,Montague,United States of America (the),US
SJC,Norman Y Mineta San Jose International Airport,San Jose,United States of America (the),US
SJN,St Johns Industrial Air Park,St Johns,United States of America (the),US
SJT,San Angelo Regional/Mathis Field,San Angelo,United States of America (the),US
SKA,Fairchild Afb Airport,Spokane,United States of America (the),US
SKF,Kelly Field,San Antonio,United States of America (the),US
TSM,Taos Regional Airport,Taos,United States of America (the),US
SLB,Storm Lake Municipal Airport,Storm Lake,United States of America (the),US
SLC,Salt Lake City International Airport,Salt Lake City,United States of America (the),US
SLE,Mcnary Field,Salem,United States of America (the),US
SLG,Smith Field,Siloam Springs,United States of America (the),US
SLK,Adirondack Regional Airport,Saranac Lake,United States of America (the),US
SLN,Salina Regional Airport,Salina,United States of America (the),US
SLO,Salem-Leckrone Airport,Salem,United States of America (the),US
SLR,Sulphur Springs Municipal Airport,Sulphur Springs,United States of America (the),US
SMD,Smith Field,Fort Wayne,United States of America (the),US
SME,Lake Cumberland Regional Airport,Somerset,United States of America (the),US
SMF,Sacramento International Airport,Sacramento,United States of America (the),US
SMN,Lemhi County Airport,Salmon,United States of America (the),US
SMO,Santa Monica Municipal Airport,Santa Monica,United States of America (the),US
SUM,Sumter Airport,Sumter,United States of America (the),US
SMX,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States of America (the),US
SNA,John Wayne/Orange County Airport,Santa Ana,United States of America (the),US
SNK,Winston Field,Snyder,United States of America (the),US
SNL,Shawnee Regional Airport,Shawnee,United States of America (the),US
SNS,Salinas Municipal Airport,Salinas,United States of America (the),US
SNY,Sidney Municipal/Lloyd W Carr Field,Sidney,United States of America (the),US
SOP,Moore County Airport,Pinehurst/Southern Pines,United States of America (the),US
SOW,Show Low Regional Airport,Show Low,United States of America (the),US
SPA,Spartanburg Downtown Memorial/Simpson Field,Spartanburg,United States of America (the),US
SPF,Black Hills-Clyde Ice Field,Spearfish,United States of America (the),US
SPG,Albert Whitted Airport,St Petersburg,United States of America (the),US
SPI,Abraham Lincoln Capital Airport,Springfield,United States of America (the),US
SPS,Sheppard Afb/Wichita Falls Municipal Airport,Wichita Falls,United States of America (the),US
SPW,Spencer Municipal Airport,Spencer,United States of America (the),US
SQI,Whiteside County/Jos H Bittorf Field,Sterling/Rockfalls,United States of America (the),US
SQL,San Carlos Airport,San Carlos,United States of America (the),US
SRC,Searcy Regional Airport,Searcy,United States of America (the),US
SRQ,Sarasota/Bradenton International Airport,Sarasota/Bradenton,United States of America (the),US
RUI,Sierra Blanca Regional Airport,Ruidoso,United States of America (the),US
SRV,Stony River 2 Airport,Stony River,United States of America (the),US
SSC,Shaw Afb Airport,Sumter,United States of America (the),US
SSF,Stinson Municipal Airport,San Antonio,United States of America (the),US
SSI,St Simons Island Airport,St Simons Island,United States of America (the),US
STC,St Cloud Regional Airport,St Cloud,United States of America (the),US
STE,Stevens Point Municipal Airport,Stevens Point,United States of America (the),US
STJ,Rosecrans Memorial Airport,St Joseph,United States of America (the),US
STK,Sterling Municipal Airport,Sterling,United States of America (the),US
STL,St Louis Lambert International Airport,St Louis,United States of America (the),US
STP,St Paul Downtown Holman Field,St Paul,United States of America (the),US
STS,Charles M Schulz - Sonoma County Airport,Santa Rosa,United States of America (the),US
SUA,Witham Field,Stuart,United States of America (the),US
SUD,Stroud Municipal Airport,Stroud,United States of America (the),US
SUE,Door County Cherryland Airport,Sturgeon Bay,United States of America (the),US
SUN,Friedman Memorial Airport,Hailey,United States of America (the),US
SUS,Spirit Of St Louis Airport,St Louis,United States of America (the),US
SUU,Travis Afb Airport,Fairfield,United States of America (the),US
SUW,Richard I Bong Airport,Superior,United States of America (the),US
SUX,Sioux Gateway/Brig General Bud Day Field,Sioux City,United States of America (the),US
SVC,Grant County Airport,Silver City,United States of America (the),US
SVE,Susanville Municipal Airport,Susanville,United States of America (the),US
SVH,Statesville Regional Airport,Statesville,United States of America (the),US
SVN,Hunter Army Air Field,Savannah,United States of America (the),US
SWF,New York Stewart International Airport,New York,United States of America (the),US
SWO,Stillwater Regional Airport,Stillwater,United States of America (the),US
SWW,Avenger Field,Sweetwater,United States of America (the),US
SXP,Nunam Iqua Airport,Nunam Iqua,United States of America (the),US
SYI,Bomar Field/Shelbyville Municipal Airport,Shelbyville,United States of America (the),US
SYN,Stanton Airfield,Stanton,United States of America (the),US
SYR,Syracuse Hancock International Airport,Syracuse,United States of America (the),US
SYV,Sylvester Airport,Sylvester,United States of America (the),US
SZL,Whiteman Afb Airport,Knob Noster,United States of America (the),US
SZP,Santa Paula Airport,Santa Paula,United States of America (the),US
TBC,Tuba City Airport,Tuba City,United States of America (the),US
TAD,Perry Stokes Airport,Trinidad,United States of America (the),US
TBN,Waynesville-St Robert Regional Forney Field,Fort Leonard Wood,United States of America (the),US
TBR,Statesboro-Bulloch County Airport,Statesboro,United States of America (the),US
TCC,Tucumcari Municipal Airport,Tucumcari,United States of America (the),US
TCL,Tuscaloosa Ntl Airport,Tuscaloosa,United States of America (the),US
TCM,Mcchord Field (Joint Base Lewis-Mcchord) Airport,Tacoma,United States of America (the),US
TCS,Truth Or Consequences Municipal Airport,Truth Or Consequences,United States of America (the),US
TDO,Ed Carlson Memorial Field/South Lewis County Airport,Toledo,United States of America (the),US
TDW,Tradewind Airport,Amarillo,United States of America (the),US
TDZ,Toledo Executive Airport,Toledo,United States of America (the),US
TEB,Teterboro Airport,Teterboro,United States of America (the),US
TEX,Telluride Regional Airport,Telluride,United States of America (the),US
THA,Tullahoma Regional/Wm Northern Field,Tullahoma,United States of America (the),US
THM,Thompson Falls Airport,Thompson Falls,United States of America (the),US
THV,York Airport,York,United States of America (the),US
TIK,Tinker Afb Airport,Oklahoma City,United States of America (the),US
TIW,Tacoma Narrows Airport,Tacoma,United States of America (the),US
TIX,Space Coast Regional Airport,Titusville,United States of America (the),US
KNT,Kennett Memorial Airport,Kennett,United States of America (the),US
TLH,Tallahassee International Airport,Tallahassee,United States of America (the),US
TLR,Mefford Field,Tulare,United States of America (the),US
TMA,Henry Tift Myers Airport,Tifton,United States of America (the),US
TMB,Miami Executive Airport,Miami,United States of America (the),US
OTK,Tillamook Airport,Tillamook,United States of America (the),US
ASQ,Austin Airport,Austin,United States of America (the),US
TNP,Twentynine Palms Airport,Twentynine Palms,United States of America (the),US
TNT,Dade-Collier Training And Transition Airport,Miami,United States of America (the),US
TNU,Newton Municipal-Earl Johnson Field,Newton,United States of America (the),US
XSD,Tonopah Test Range,Tonopah,United States of America (the),US
TOA,Zamperini Field,Torrance,United States of America (the),US
TOC,Toccoa Rg Letourneau Field,Toccoa,United States of America (the),US
TOI,Troy Municipal At N Kenneth Campbell Field,Troy,United States of America (the),US
TOL,Eugene F Kranz Toledo Express Airport,Toledo,United States of America (the),US
TOP,Philip Billard Municipal Airport,Topeka,United States of America (the),US
TOR,Torrington Municipal Airport,Torrington,United States of America (the),US
TPA,Tampa International Airport,Tampa,United States of America (the),US
TPF,Peter O Knight Airport,Tampa,United States of America (the),US
TPH,Tonopah Airport,Tonopah,United States of America (the),US
TPL,Draughon-Miller Central Texas Regional Airport,Temple,United States of America (the),US
PTA,Port Alsworth Airport,Port Alsworth,United States of America (the),US
